	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S1-103v1	S3-106v1	S5-109v1	S7-111v1	S9-117v1	S11-118v1	S13-122v1	S15-202v1	S19-304v1	S21-305v1	S23-309v1	S27-315v1	S31-321v1	S33-322v1	S35-401v1	S37-404v1	S39-408v1	S41-413v1
k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000578947368421	0.00870526315789	0.0	0.0	0.0	0.000231578947368	0.0	0.0	0.0	0.0002	0.000642105263158
k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f___g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000578947368421	0.00870526315789	0.0	0.0	0.0	0.000231578947368	0.0	0.0	0.0	0.0002	0.000642105263158
k__Bacteria_p__Cyanobacteria_c__Chloroplast	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	4.21052631579e-05	1.05263157895e-05
k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	4.21052631579e-05	1.05263157895e-05
k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f__	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	4.21052631579e-05	1.05263157895e-05
k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f___g__	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	4.21052631579e-05	1.05263157895e-05
k__Bacteria_p__Elusimicrobia	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia_o__Elusimicrobiales	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia_o__Elusimicrobiales_f__Elusimicrobiaceae	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia_o__Elusimicrobiales_f__Elusimicrobiaceae_g__	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes	0.620894736842	0.760736842105	0.760842105263	0.909957894737	0.613315789474	0.824736842105	0.728536842105	0.877894736842	0.778778947368	0.855221052632	0.696157894737	0.655989473684	0.655210526316	0.679357894737	0.719978947368	0.759694736842	0.790315789474	0.625978947368	0.735757894737	0.611210526316	0.739863157895	0.893884210526	0.656010526316	0.953873684211	0.493768421053	0.789178947368	0.446442105263	0.683978947368	0.730810526316	0.842357894737	0.754168421053	0.629063157895	0.758578947368	0.793778947368	0.845831578947	0.748315789474	0.776336842105	0.685536842105
k__Bacteria_p__Firmicutes_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.000463157894737	0.000178947368421	0.0	0.000252631578947	0.0002	0.000105263157895	1.05263157895e-05	0.000621052631579	0.0004	0.000610526315789	4.21052631579e-05	0.0	0.0002	3.15789473684e-05	0.000221052631579	3.15789473684e-05	0.000505263157895
k__Bacteria_p__Firmicutes_Other_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.000463157894737	0.000178947368421	0.0	0.000252631578947	0.0002	0.000105263157895	1.05263157895e-05	0.000621052631579	0.0004	0.000610526315789	4.21052631579e-05	0.0	0.0002	3.15789473684e-05	0.000221052631579	3.15789473684e-05	0.000505263157895
k__Bacteria_p__Firmicutes_Other_Other_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.000463157894737	0.000178947368421	0.0	0.000252631578947	0.0002	0.000105263157895	1.05263157895e-05	0.000621052631579	0.0004	0.000610526315789	4.21052631579e-05	0.0	0.0002	3.15789473684e-05	0.000221052631579	3.15789473684e-05	0.000505263157895
k__Bacteria_p__Firmicutes_Other_Other_Other_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.000463157894737	0.000178947368421	0.0	0.000252631578947	0.0002	0.000105263157895	1.05263157895e-05	0.000621052631579	0.0004	0.000610526315789	4.21052631579e-05	0.0	0.0002	3.15789473684e-05	0.000221052631579	3.15789473684e-05	0.000505263157895
k__Bacteria_p__Firmicutes_c__Bacilli	0.00277894736842	0.00355789473684	0.00136842105263	0.000894736842105	0.00821052631579	0.00255789473684	0.00124210526316	0.0862105263158	0.00107368421053	0.00324210526316	0.00585263157895	0.0119368421053	0.00158947368421	0.000894736842105	0.00145263157895	0.00971578947368	0.0102631578947	0.0046	0.00667368421053	0.00267368421053	0.00710526315789	0.00110526315789	0.0028	0.00230526315789	0.00628421052632	0.00149473684211	0.00335789473684	0.0342736842105	0.00206315789474	0.00358947368421	0.00190526315789	0.000294736842105	0.00324210526316	0.00987368421053	0.00925263157895	0.0084	0.00362105263158	0.000810526315789
k__Bacteria_p__Firmicutes_c__Bacilli_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_Other_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillaceae_g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales	3.15789473684e-05	7.36842105263e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.000168421052632	1.05263157895e-05	5.26315789474e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	5.26315789474e-05	1.05263157895e-05	2.10526315789e-05	6.31578947368e-05	1.05263157895e-05	4.21052631579e-05	1.05263157895e-05	9.47368421053e-05	0.0	0.000115789473684	0.0	1.05263157895e-05	5.26315789474e-05	0.0	4.21052631579e-05	4.21052631579e-05	2.10526315789e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f__Gemellaceae	3.15789473684e-05	7.36842105263e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.000168421052632	1.05263157895e-05	5.26315789474e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	5.26315789474e-05	1.05263157895e-05	2.10526315789e-05	6.31578947368e-05	1.05263157895e-05	4.21052631579e-05	1.05263157895e-05	9.47368421053e-05	0.0	0.000115789473684	0.0	1.05263157895e-05	5.26315789474e-05	0.0	4.21052631579e-05	4.21052631579e-05	2.10526315789e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f__Gemellaceae_g__	3.15789473684e-05	7.36842105263e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.000168421052632	1.05263157895e-05	5.26315789474e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	5.26315789474e-05	1.05263157895e-05	2.10526315789e-05	6.31578947368e-05	1.05263157895e-05	4.21052631579e-05	1.05263157895e-05	9.47368421053e-05	0.0	0.000115789473684	0.0	0.0	5.26315789474e-05	0.0	4.21052631579e-05	4.21052631579e-05	2.10526315789e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f__Gemellaceae_g__Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales	0.00170526315789	0.00346315789474	0.00134736842105	0.000642105263158	0.00768421052632	0.0022	0.00124210526316	0.086	0.000621052631579	0.00314736842105	0.00582105263158	0.0109263157895	0.00132631578947	0.000884210526316	0.00111578947368	0.00803157894737	0.00763157894737	0.0032	0.00652631578947	0.00187368421053	0.00703157894737	0.000905263157895	0.00276842105263	0.00207368421053	0.00567368421053	0.00141052631579	0.00334736842105	0.0341684210526	0.00195789473684	0.00325263157895	0.00190526315789	0.000221052631579	0.00318947368421	0.00903157894737	0.00658947368421	0.00669473684211	0.00351578947368	0.000473684210526
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_Other	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	6.31578947368e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	4.21052631579e-05	0.0	0.0	0.0	7.36842105263e-05	1.05263157895e-05	3.15789473684e-05	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_Other_Other	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	6.31578947368e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	4.21052631579e-05	0.0	0.0	0.0	7.36842105263e-05	1.05263157895e-05	3.15789473684e-05	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae_g__Abiotrophia	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae	5.26315789474e-05	4.21052631579e-05	9.47368421053e-05	3.15789473684e-05	8.42105263158e-05	2.10526315789e-05	7.36842105263e-05	0.000221052631579	2.10526315789e-05	1.05263157895e-05	8.42105263158e-05	6.31578947368e-05	0.0	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	5.26315789474e-05	4.21052631579e-05	1.05263157895e-05	0.000221052631579	1.05263157895e-05	3.15789473684e-05	4.21052631579e-05	0.0	2.10526315789e-05	5.26315789474e-05	0.000115789473684	0.0	0.000126315789474	3.15789473684e-05	0.0	4.21052631579e-05	1.05263157895e-05	0.000157894736842	4.21052631579e-05	3.15789473684e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__Granulicatella	5.26315789474e-05	4.21052631579e-05	9.47368421053e-05	3.15789473684e-05	8.42105263158e-05	2.10526315789e-05	7.36842105263e-05	0.000221052631579	2.10526315789e-05	1.05263157895e-05	8.42105263158e-05	6.31578947368e-05	0.0	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	5.26315789474e-05	4.21052631579e-05	1.05263157895e-05	0.000189473684211	1.05263157895e-05	0.0	4.21052631579e-05	0.0	2.10526315789e-05	5.26315789474e-05	0.000115789473684	0.0	0.000126315789474	3.15789473684e-05	0.0	4.21052631579e-05	1.05263157895e-05	0.000157894736842	4.21052631579e-05	3.15789473684e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.000547368421053	0.0	0.0	0.0	0.00127368421053	0.0	7.36842105263e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.000263157894737	0.000221052631579	0.0	0.00102105263158	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.000547368421053	0.0	0.0	0.0	0.00127368421053	0.0	7.36842105263e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.000263157894737	0.000221052631579	0.0	0.00102105263158	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae	0.0	0.000589473684211	9.47368421053e-05	0.0	0.000610526315789	2.10526315789e-05	7.36842105263e-05	0.000284210526316	0.0	4.21052631579e-05	0.0	4.21052631579e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.000736842105263	0.00141052631579	1.05263157895e-05	0.000189473684211	1.05263157895e-05	0.00276842105263	0.0	0.0	0.00217894736842	2.10526315789e-05	0.0	0.0	0.0	0.000578947368421	1.05263157895e-05	0.0	0.000105263157895	3.15789473684e-05	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_Other	0.0	0.000357894736842	3.15789473684e-05	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	4.21052631579e-05	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138947368421	1.05263157895e-05	0.000126315789474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105263157895	0.0	0.0	2.10526315789e-05	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus	0.0	0.000147368421053	6.31578947368e-05	0.0	0.000610526315789	0.0	7.36842105263e-05	0.000273684210526	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.000736842105263	0.0	0.0	6.31578947368e-05	1.05263157895e-05	0.00276842105263	0.0	0.0	0.00217894736842	2.10526315789e-05	0.0	0.0	0.0	0.000473684210526	1.05263157895e-05	0.0	4.21052631579e-05	2.10526315789e-05	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Pediococcus	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae	0.0	5.26315789474e-05	2.10526315789e-05	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	5.26315789474e-05	0.0	0.000410526315789	0.0	1.05263157895e-05	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	9.47368421053e-05	4.21052631579e-05	0.000105263157895	0.0	1.05263157895e-05	0.0	0.000126315789474	0.000115789473684	0.000326315789474	7.36842105263e-05	1.05263157895e-05	0.0	0.000452631578947	0.0	0.0	0.000221052631579	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_Other	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.000126315789474	0.0	5.26315789474e-05	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	0.000221052631579	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__Leuconostoc	0.0	0.0	2.10526315789e-05	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	5.26315789474e-05	0.0	0.000410526315789	0.0	1.05263157895e-05	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	9.47368421053e-05	3.15789473684e-05	9.47368421053e-05	0.0	0.0	0.0	0.0	0.000115789473684	0.000273684210526	1.05263157895e-05	1.05263157895e-05	0.0	0.000452631578947	0.0	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae	0.00164210526316	0.00277894736842	0.00113684210526	0.000610526315789	0.00696842105263	0.00212631578947	0.00109473684211	0.0853684210526	0.0006	0.00301052631579	0.00573684210526	0.00985263157895	0.00128421052632	0.000831578947368	0.00110526315789	0.00666315789474	0.00763157894737	0.00307368421053	0.00647368421053	0.00112631578947	0.00524210526316	0.000831578947368	0.00244210526316	0.00201052631579	0.00289473684211	0.00137894736842	0.00314736842105	0.0317368421053	0.00154736842105	0.00305263157895	0.00186315789474	0.000221052631579	0.00176842105263	0.00877894736842	0.0064	0.00530526315789	0.00343157894737	0.000463157894737
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Lactococcus	0.0	0.0	0.000115789473684	7.36842105263e-05	3.15789473684e-05	8.42105263158e-05	0.0	0.00113684210526	5.26315789474e-05	5.26315789474e-05	0.000452631578947	0.00247368421053	1.05263157895e-05	0.000126315789474	0.000305263157895	0.00148421052632	0.0	2.10526315789e-05	0.0	3.15789473684e-05	0.000305263157895	1.05263157895e-05	2.10526315789e-05	0.0	6.31578947368e-05	0.0	0.0	0.00110526315789	3.15789473684e-05	6.31578947368e-05	0.000136842105263	0.0	0.00118947368421	2.10526315789e-05	1.05263157895e-05	0.000178947368421	0.000821052631579	5.26315789474e-05
