	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S86-101V3	S92-108v3	S94-113v3	S96-114v3	S98-120v3	S100-203v3	S102-207v3	S104-301v3	S108-310v3	S110-314v3	S114-319v3	S116-403v3	S118-405v3	S120-410v3	S122-411v3	S124-416v3
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7	0.0	0.00230526315789	0.0	0.0	0.0	0.0	0.0270842105263	0.00729473684211	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289473684211	0.00869473684211	0.0	0.0	0.0102105263158	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.00467368421053	1.05263157895e-05	0.0	0.0	0.0127157894737	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]	0.0	0.000136842105263	0.00944210526316	0.0	0.00492631578947	0.0014	0.00109473684211	0.00451578947368	0.00251578947368	0.0026	0.00643157894737	1.05263157895e-05	0.00643157894737	0.00783157894737	0.00674736842105	0.0103894736842	0.00571578947368	0.00444210526316	0.00482105263158	0.0	0.0	0.000715789473684	0.0096	0.0202	0.00147368421053	0.00602105263158	0.000115789473684	0.00290526315789	2.10526315789e-05	0.0	0.00552631578947	0.0102842105263	0.00928421052632	0.0160105263158	0.00365263157895	0.00173684210526
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Odoribacteraceae]	0.0	0.000389473684211	0.0008	0.0	0.00334736842105	0.00184210526316	0.00410526315789	0.00154736842105	0.00485263157895	0.0018	0.0	0.0	0.00690526315789	0.000652631578947	0.00332631578947	0.00431578947368	0.00105263157895	0.00381052631579	0.00358947368421	0.0044	0.000926315789474	0.00116842105263	0.00155789473684	0.00390526315789	0.00106315789474	0.00192631578947	0.000189473684211	0.0012	0.0	0.000231578947368	0.00367368421053	0.00252631578947	0.00111578947368	0.00908421052632	0.00147368421053	0.000747368421053
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]	0.0	0.0168631578947	0.0	1.05263157895e-05	0.00495789473684	0.0	0.00237894736842	0.00463157894737	0.00208421052632	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00402105263158	0.0	0.0	0.0	0.00310526315789	0.0	0.0	0.0	0.0	0.0	0.00106315789474	0.0	0.00358947368421	1.05263157895e-05	0.0	0.00281052631579	0.0	0.00102105263158	0.0113157894737
k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.000484210526316	0.0	0.0	0.000694736842105	0.0	0.0	0.000705263157895	0.0	0.0	0.0	7.36842105263e-05	0.000210526315789	0.0	0.0
k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f__	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	3.15789473684e-05	1.05263157895e-05	0.0	1.05263157895e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia_o__Elusimicrobiales_f__Elusimicrobiaceae	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_Other_Other_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.0	9.47368421053e-05	2.10526315789e-05	0.0	3.15789473684e-05	0.0	0.000115789473684	9.47368421053e-05	0.00108421052632	0.0	0.000389473684211	6.31578947368e-05	0.00141052631579	0.00136842105263	0.000505263157895
k__Bacteria_p__Firmicutes_c__Bacilli_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f__Gemellaceae	3.15789473684e-05	7.36842105263e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.000168421052632	1.05263157895e-05	5.26315789474e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	0.000136842105263	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	0.0	1.05263157895e-05	3.15789473684e-05	7.36842105263e-05	0.000147368421053	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05	0.000126315789474	0.000157894736842	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_Other	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae	5.26315789474e-05	4.21052631579e-05	9.47368421053e-05	3.15789473684e-05	8.42105263158e-05	2.10526315789e-05	7.36842105263e-05	0.000221052631579	2.10526315789e-05	1.05263157895e-05	8.42105263158e-05	6.31578947368e-05	0.0	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	5.26315789474e-05	4.21052631579e-05	1.05263157895e-05	4.21052631579e-05	0.0	1.05263157895e-05	2.10526315789e-05	5.26315789474e-05	2.10526315789e-05	2.10526315789e-05	5.26315789474e-05	4.21052631579e-05	6.31578947368e-05	0.000326315789474	1.05263157895e-05	3.15789473684e-05	0.0	7.36842105263e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.000547368421053	0.0	0.0	0.0	0.00127368421053	0.0	7.36842105263e-05	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae	0.0	0.000589473684211	9.47368421053e-05	0.0	0.000610526315789	2.10526315789e-05	7.36842105263e-05	0.000284210526316	0.0	4.21052631579e-05	0.0	4.21052631579e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.000736842105263	2.10526315789e-05	1.05263157895e-05	0.0	7.36842105263e-05	0.000252631578947	0.000442105263158	0.00555789473684	0.000178947368421	2.10526315789e-05	0.000557894736842	0.000221052631579	0.000126315789474	0.0	4.21052631579e-05	0.00103157894737	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae	0.0	5.26315789474e-05	2.10526315789e-05	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	5.26315789474e-05	0.0	0.000410526315789	0.0	1.05263157895e-05	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	8.42105263158e-05	0.0	1.05263157895e-05	0.0	0.0	0.000136842105263	6.31578947368e-05	0.0	0.0	1.05263157895e-05	7.36842105263e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae	0.00164210526316	0.00277894736842	0.00113684210526	0.000610526315789	0.00696842105263	0.00212631578947	0.00109473684211	0.0853684210526	0.0006	0.00301052631579	0.00573684210526	0.00985263157895	0.00128421052632	0.000831578947368	0.00110526315789	0.00666315789474	0.00763157894737	0.00307368421053	0.00647368421053	0.00112631578947	0.0193894736842	0.000684210526316	0.00423157894737	0.00295789473684	0.00142105263158	0.00476842105263	0.00118947368421	0.0190526315789	0.00348421052632	0.00955789473684	0.0279894736842	0.00252631578947	0.00258947368421	0.00162105263158	0.00421052631579	0.00171578947368
k__Bacteria_p__Firmicutes_c__Bacilli_o__Turicibacterales_f__Turicibacteraceae	0.00104210526316	0.0	0.0	0.000231578947368	0.000515789473684	0.000336842105263	0.0	4.21052631579e-05	0.000442105263158	2.10526315789e-05	2.10526315789e-05	0.001	0.000263157894737	0.0	0.000336842105263	0.00167368421053	0.00257894736842	0.00137894736842	0.000126315789474	0.000789473684211	3.15789473684e-05	0.000726315789474	1.05263157895e-05	0.00174736842105	9.47368421053e-05	0.0	0.000242105263158	0.0	0.000263157894737	0.000231578947368	0.000147368421053	0.000136842105263	1.05263157895e-05	0.00322105263158	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_Other_Other	0.0	0.000578947368421	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.000652631578947	0.000863157894737	0.000957894736842	2.10526315789e-05	1.05263157895e-05	0.0	0.000294736842105	0.0	0.0	0.00206315789474	0.00121052631579	0.0006	6.31578947368e-05	0.000136842105263	0.0	0.0	0.0	1.05263157895e-05	0.0	6.31578947368e-05	0.0	0.0	0.000126315789474	0.00165263157895	0.0	4.21052631579e-05	0.0	0.000221052631579	1.05263157895e-05	0.000642105263158
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_Other	0.00334736842105	0.00906315789474	0.0154631578947	0.00657894736842	0.0201157894737	0.00994736842105	0.00496842105263	0.0209789473684	0.0165368421053	0.0176315789474	0.00842105263158	0.00874736842105	0.0152947368421	0.00296842105263	0.0155052631579	0.0133789473684	0.0174210526316	0.00862105263158	0.0116210526316	0.00571578947368	0.00193684210526	0.00390526315789	0.00670526315789	0.0102210526316	0.0143157894737	0.0185157894737	0.0246421052632	0.00446315789474	0.0126421052632	0.0108315789474	0.0184210526316	0.0144947368421	0.00872631578947	0.0153789473684	0.0203578947368	0.00495789473684
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__	0.0	0.00192631578947	0.0321368421053	1.05263157895e-05	0.00429473684211	0.0468526315789	0.00670526315789	0.0332210526316	0.0367473684211	0.0130526315789	0.0158631578947	0.0	0.0168	8.42105263158e-05	0.00658947368421	0.0586947368421	0.0215368421053	0.0256421052632	0.0164631578947	0.00682105263158	2.10526315789e-05	0.0100736842105	0.0132	0.000115789473684	0.00167368421053	0.0170947368421	0.0	0.000536842105263	0.00903157894737	0.0205157894737	1.05263157895e-05	0.0648842105263	0.0218736842105	0.107536842105	0.151589473684	0.0350210526316
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae	0.0	0.000389473684211	0.000789473684211	0.000189473684211	0.0026	0.000410526315789	0.000168421052632	0.000315789473684	0.00223157894737	0.0154	0.000315789473684	7.36842105263e-05	0.00172631578947	0.000126315789474	0.000357894736842	0.0543684210526	0.000305263157895	0.00361052631579	0.00585263157895	0.000547368421053	3.15789473684e-05	8.42105263158e-05	0.000115789473684	0.000684210526316	6.31578947368e-05	0.00353684210526	0.0	0.000115789473684	0.000757894736842	0.000515789473684	0.0	0.00674736842105	0.00182105263158	0.00794736842105	0.00392631578947	0.00986315789474
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae	0.00104210526316	0.0175684210526	0.00401052631579	0.0373684210526	0.0198631578947	0.0626526315789	0.00124210526316	0.0175684210526	0.00868421052632	0.00249473684211	0.0177473684211	0.0127052631579	0.00734736842105	0.00576842105263	0.006	0.0239052631579	0.0201263157895	0.0158105263158	0.00990526315789	0.0124	0.00202105263158	0.00826315789474	0.00974736842105	0.00655789473684	0.00302105263158	0.00375789473684	0.00931578947368	0.00312631578947	0.0108210526316	0.00486315789474	0.0124526315789	0.0128210526316	0.00427368421053	0.00993684210526	0.0158421052632	0.00436842105263
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae	0.0	0.0006	0.000757894736842	0.0	0.000368421052632	0.000336842105263	0.0	0.000336842105263	0.000357894736842	0.00454736842105	2.10526315789e-05	0.0	0.000463157894737	1.05263157895e-05	0.0	0.00203157894737	0.0	0.000368421052632	0.000831578947368	0.000157894736842	0.0	0.0002	0.0	0.0	1.05263157895e-05	0.000684210526316	0.0	0.0	0.0002	0.00183157894737	0.0	0.000989473684211	0.00142105263158	0.00148421052632	0.00107368421053	0.000273684210526
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__EtOH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae	0.0	0.0	0.000210526315789	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.000178947368421	0.0	0.0	0.0	0.000105263157895	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0002	3.15789473684e-05	1.05263157895e-05	0.0	2.10526315789e-05	0.000115789473684	0.0	2.10526315789e-05	3.15789473684e-05	2.10526315789e-05	0.000115789473684	6.31578947368e-05	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae	0.217242105263	0.286968421053	0.343452631579	0.540989473684	0.247873684211	0.274894736842	0.223905263158	0.460547368421	0.392305263158	0.336084210526	0.322463157895	0.259810526316	0.232378947368	0.281442105263	0.213157894737	0.226915789474	0.301515789474	0.267842105263	0.419294736842	0.245178947368	0.459947368421	0.236168421053	0.321642105263	0.180031578947	0.511905263158	0.389452631579	0.517947368421	0.176063157895	0.287568421053	0.256178947368	0.382473684211	0.293	0.439494736842	0.159473684211	0.368578947368	0.186494736842
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptococcaceae	0.0	0.00376842105263	0.000252631578947	0.0	0.0	0.000105263157895	0.0	0.000168421052632	0.0012	0.000242105263158	0.0	0.0	0.0	0.0	0.0	0.000115789473684	0.0	0.000578947368421	0.00174736842105	0.00155789473684	0.0	0.0	0.0	0.0	0.0	0.000178947368421	0.0	0.000136842105263	0.0008	0.00236842105263	2.10526315789e-05	0.000126315789474	0.00393684210526	0.000894736842105	0.0	0.000147368421053
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae	0.000726315789474	0.00135789473684	0.00172631578947	0.000263157894737	0.00651578947368	0.00129473684211	0.00106315789474	0.008810526315790001	0.00129473684211	0.00123157894737	0.00390526315789	0.00645263157895	0.00184210526316	0.00367368421053	0.000389473684211	0.00515789473684	0.00683157894737	0.00162105263158	0.00565263157895	0.00231578947368	0.000157894736842	0.00258947368421	0.00493684210526	0.00332631578947	0.000263157894737	0.00749473684211	0.00922105263158	0.00157894736842	0.00228421052632	0.0207473684211	0.00178947368421	0.00632631578947	0.00523157894737	0.00977894736842	0.000526315789474	0.0004
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae	0.215042105263	0.2354	0.275463157895	0.247852631579	0.225042105263	0.387578947368	0.341589473684	0.216978947368	0.250010526316	0.244957894737	0.209505263158	0.167263157895	0.311010526316	0.223978947368	0.367242105263	0.326052631579	0.3162	0.203073684211	0.199831578947	0.210842105263	0.180221052632	0.123368421053	0.258242105263	0.233421052632	0.284063157895	0.417094736842	0.174957894737	0.113147368421	0.191568421053	0.199231578947	0.1898	0.370631578947	0.247778947368	0.380347368421	0.241547368421	0.250863157895
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Veillonellaceae	0.177936842105	0.192968421053	0.0800210526316	0.0710631578947	0.0746	0.0303263157895	0.141505263158	0.0231473684211	0.0642105263158	0.209010526316	0.109336842105	0.188663157895	0.0643684210526	0.159631578947	0.107684210526	0.0336631578947	0.0916631578947	0.0918947368421	0.0550842105263	0.120010526316	0.156263157895	0.0878526315789	0.0821473684211	0.159252631579	0.0269578947368	0.0303578947368	0.0275473684211	0.240589473684	0.174221052632	0.146884210526	0.156526315789	0.0407052631579	0.0880631578947	0.0189368421053	0.119368421053	0.145905263158
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Mogibacteriaceae]	1.05263157895e-05	0.00112631578947	0.0022	0.0	0.00277894736842	0.0032	0.000947368421053	0.00270526315789	0.00193684210526	0.00374736842105	0.00127368421053	0.0	0.000947368421053	0.000484210526316	0.00123157894737	0.00137894736842	0.00112631578947	0.00102105263158	0.00178947368421	0.000947368421053	9.47368421053e-05	0.000547368421053	0.000484210526316	0.000884210526316	0.000831578947368	0.00136842105263	2.10526315789e-05	0.000768421052632	0.0118421052632	0.0026	0.000515789473684	0.00129473684211	0.00386315789474	0.0026	0.00268421052632	0.000473684210526
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Tissierellaceae]	2.10526315789e-05	1.05263157895e-05	3.15789473684e-05	6.31578947368e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05	0.0	0.0	0.0	5.26315789474e-05	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.000105263157895	1.05263157895e-05	1.05263157895e-05	4.21052631579e-05	5.26315789474e-05	0.0	3.15789473684e-05	0.0	7.36842105263e-05	0.000221052631579	7.36842105263e-05	1.05263157895e-05	5.26315789474e-05	4.21052631579e-05	2.10526315789e-05	0.0
k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae	0.00274736842105	0.00543157894737	0.0028	0.00465263157895	0.000515789473684	0.00108421052632	0.00411578947368	0.00597894736842	0.000368421052632	0.00211578947368	0.00112631578947	0.000315789473684	0.00107368421053	0.000189473684211	0.000368421052632	0.0006	0.002	0.000589473684211	0.000873684210526	0.00125263157895	0.00271578947368	0.000378947368421	0.000452631578947	0.000484210526316	0.00283157894737	0.00112631578947	0.00213684210526	0.000284210526316	0.000768421052632	0.00601052631579	0.00105263157895	0.0129789473684	0.000221052631579	0.0014	0.00102105263158	0.00450526315789
k__Bacteria_p__Fusobacteria_c__Fusobacteriia_o__Fusobacteriales_f__Fusobacteriaceae	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	2.10526315789e-05	4.21052631579e-05	1.05263157895e-05	0.0	0.0	3.15789473684e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	3.15789473684e-05	2.10526315789e-05	3.15789473684e-05	0.0	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Fusobacteria_c__Fusobacteriia_o__Fusobacteriales_f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Lentisphaerae_c__[Lentisphaeria]_o__Victivallales_f__Victivallaceae	0.0	0.0	0.0	0.0	0.00338947368421	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0002	0.0	0.0	7.36842105263e-05	1.05263157895e-05	0.000484210526316	0.000126315789474	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	2.10526315789e-05	0.0	0.0
k__Bacteria_p__Proteobacteria_Other_Other_Other	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f__	0.0	0.000252631578947	0.0	0.0	0.0	3.15789473684e-05	0.0	4.21052631579e-05	0.00434736842105	0.0	0.0	0.0	0.00335789473684	1.05263157895e-05	0.000147368421053	0.0	0.0	0.000126315789474	6.31578947368e-05	0.0	2.10526315789e-05	0.0	0.0	0.000357894736842	0.0	0.000347368421053	0.0	0.000242105263158	0.00207368421053	0.0	0.0	0.000631578947368	0.0	0.00188421052632	0.0	2.10526315789e-05
k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rickettsiales_f__mitochondria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Alcaligenaceae	0.00889473684211	0.00665263157895	0.000631578947368	0.00253684210526	0.00258947368421	0.000357894736842	0.000915789473684	0.00251578947368	0.00807368421053	0.000663157894737	0.00418947368421	0.00350526315789	0.0110631578947	0.0132736842105	0.0210315789474	0.00306315789474	0.0124105263158	0.00386315789474	0.0114105263158	0.00533684210526	0.00314736842105	0.00276842105263	0.0108210526316	0.00782105263158	0.000136842105263	0.00509473684211	0.0100947368421	0.00297894736842	0.0101578947368	0.00341052631579	0.00533684210526	0.00133684210526	0.00103157894737	5.26315789474e-05	8.42105263158e-05	0.00151578947368
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Burkholderiaceae	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Comamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296842105263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Oxalobacteraceae	0.0	0.000126315789474	0.000389473684211	0.0	0.0	0.0	0.0	0.0	0.000315789473684	6.31578947368e-05	0.000263157894737	0.0	0.000157894736842	0.0	0.0	0.000252631578947	0.0	0.00121052631579	0.000263157894737	0.0	0.0	0.0	7.36842105263e-05	0.000389473684211	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Neisseriales_f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0
k__Bacteria_p__Proteobacteria_c__Deltaproteobacteria_o__Desulfovibrionales_f__Desulfovibrionaceae	0.0	0.000547368421053	0.00144210526316	0.0	0.00137894736842	0.000715789473684	0.00935789473684	0.000168421052632	0.000694736842105	0.00761052631579	0.00148421052632	0.0	0.00217894736842	0.00330526315789	0.00196842105263	0.00148421052632	0.00183157894737	0.00413684210526	0.00344210526316	0.00104210526316	0.00133684210526	0.000263157894737	0.00182105263158	0.00132631578947	0.000968421052632	0.00243157894737	0.000421052631579	0.000757894736842	0.0167368421053	0.00221052631579	0.0	0.000663157894737	6.31578947368e-05	0.00586315789474	0.000957894736842	0.000463157894737
k__Bacteria_p__Proteobacteria_c__Epsilonproteobacteria_o__Campylobacterales_f__Campylobacteraceae	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	0.0
